brand,model,price,availability,date,type
Intel,Core i5 10600KA Avengers Edition,5999,Out of Stock,20210225110759,cpu
Intel,Core i7 7700K 7th Gen,5299,Out of Stock,20210225110759,cpu
AMD,RYZEN 5 3600 4.2GHz,4199,In Stock,20210225110759,cpu
Intel,Core i5 9400F,3899,Out of Stock,20210225110759,cpu
Intel,Core i5 10400F 10th Gen,3499,In Stock,20210225110759,cpu
AMD,RYZEN 3 3300X,3299,Out of Stock,20210225110759,cpu
AMD,RYZEN 5 3400G,2979,Out of Stock,20210225110759,cpu
AMD,RYZEN 3 3100,2179,Out of Stock,20210225110759,cpu
Intel,Core i3 9100,1849,Out of Stock,20210225110759,cpu
AMD,Athlon 3000G Dual Core,1499,In Stock,20210225110759,cpu
Intel,Pentium Gold G5420,1199,Out of Stock,20210225110759,cpu
AMD,RYZEN Threadripper PRO 3995WX,108999,In Stock,20210401052958,cpu
AMD,RYZEN Threadripper 3990X,84599,Out of Stock,20210401052958,cpu
AMD,RYZEN Threadripper PRO 3975WX,58999,In Stock,20210401052958,cpu
AMD,RYZEN Threadripper 3970X,42299,Out of Stock,20210401052958,cpu
AMD,RYZEN Threadripper PRO 3955WX,29999,In Stock,20210401052958,cpu
AMD,Ryzen 9 5950X,18499,In Stock,20210401052958,cpu
AMD,Ryzen 9 5900X,12499,In Stock,20210401052958,cpu
Intel,Core i9 10850K 10th Gen,10499,In Stock,20210401052958,cpu
Intel,Core i9 10900K 10th Gen,10299,Out of Stock,20210401052958,cpu
Intel,Core i9 10850KA Avengers Edition,9999,Out of Stock,20210401052958,cpu
AMD,Ryzen 7 5800X,9999,In Stock,20210401052958,cpu
Intel,Core i9 10900F 10th Gen,9499,In Stock,20210401052958,cpu
Intel,Core i9 10900 10th Gen,9299,In Stock,20210401052958,cpu
AMD,RYZEN 9 3900X 4.5GHz,9299,In Stock,20210401052958,cpu
AMD,RYZEN 9 3900XT 4.7GHz,9199,Out of Stock,20210401052958,cpu
Intel,Core i7 10700KA Avengers Edition,8299,In Stock,20210401052958,cpu
Intel,Core i7 10700K 10th Gen,7999,In Stock,20210401052958,cpu
Intel,Core i7 11700KF 11th Gen,7999,In Stock,20210401052958,cpu
AMD,RYZEN 7 3800XT 4.7GHz,7799,In Stock,20210401052958,cpu
Intel,Core i7 10700F 10th Gen,7499,In Stock,20210401052958,cpu
Intel,Core i7 10700 10th Gen,7499,In Stock,20210401052958,cpu
Intel,Core i7 11700 11th Gen,6999,In Stock,20210401052958,cpu
AMD,Ryzen 5 5600X,6799,In Stock,20210401052958,cpu
Intel,Core i5 10600KA Avengers Edition,5999,Out of Stock,20210401052958,cpu
Intel,Core i5 11600K 11th Gen,5799,In Stock,20210401052958,cpu
Intel,Core i5 11500 11th Gen,4999,In Stock,20210401052958,cpu
Intel,Core i5 11400 11th Gen,4499,In Stock,20210401052958,cpu
AMD,RYZEN 5 3600 4.2GHz,4199,Out of Stock,20210401052958,cpu
Intel,Core i5 11400F 11th Gen,3999,In Stock,20210401052958,cpu
Intel,Core i5 9400F,3899,Out of Stock,20210401052958,cpu
AMD,RYZEN 3 3300X,3299,Out of Stock,20210401052958,cpu
AMD,RYZEN 5 3400G,2979,Out of Stock,20210401052958,cpu
AMD,RYZEN 3 3100,2179,Out of Stock,20210401052958,cpu
Intel,Core i3 9100,1849,Out of Stock,20210401052958,cpu
AMD,Athlon 3000G Dual Core,1499,Out of Stock,20210401052958,cpu
Intel,Pentium Gold G5420,1199,Out of Stock,20210401052958,cpu
AMD,RYZEN Threadripper PRO 3995WX,108999,In Stock,20210422050733,cpu
AMD,RYZEN Threadripper 3990X,84599,Out of Stock,20210422050733,cpu
AMD,RYZEN Threadripper PRO 3975WX,58999,In Stock,20210422050733,cpu
AMD,RYZEN Threadripper 3970X,42299,Out of Stock,20210422050733,cpu
AMD,RYZEN Threadripper PRO 3955WX,29999,In Stock,20210422050733,cpu
AMD,Ryzen 9 5950X,18499,In Stock,20210422050733,cpu
AMD,Ryzen 9 5900X,12499,In Stock,20210422050733,cpu
Intel,Core i9 10850K 10th Gen,10499,In Stock,20210422050733,cpu
Intel,Core i9 10900K 10th Gen,10299,Out of Stock,20210422050733,cpu
AMD,Ryzen 7 5800X,9999,In Stock,20210422050733,cpu
Intel,Core i9 11900F 11th Gen,9499,In Stock,20210422050733,cpu
Intel,Core i9 10900F 10th Gen,9499,In Stock,20210422050733,cpu
Intel,Core i9 10900 10th Gen,9299,In Stock,20210422050733,cpu
AMD,RYZEN 9 3900X 4.5GHz,9299,In Stock,20210422050733,cpu
AMD,RYZEN 9 3900XT 4.7GHz,9199,Out of Stock,20210422050733,cpu
Intel,Core i7 11700K 11th Gen,8999,In Stock,20210422050733,cpu
Intel,Core i7 10700KA Avengers Edition,8299,In Stock,20210422050733,cpu
Intel,Core i7 11700KF 11th Gen,7999,In Stock,20210422050733,cpu
Intel,Core i7 10700K 10th Gen,7999,Out of Stock,20210422050733,cpu
AMD,RYZEN 7 3800XT 4.7GHz,7799,In Stock,20210422050733,cpu
Intel,Core i7 10700 10th Gen,7499,In Stock,20210422050733,cpu
Intel,Core i7 10700F 10th Gen,7499,In Stock,20210422050733,cpu
Intel,Core i7 11700 11th Gen,6999,In Stock,20210422050733,cpu
AMD,Ryzen 5 5600X,6799,In Stock,20210422050733,cpu
Intel,Core i5 10600KA Avengers Edition,5999,Out of Stock,20210422050733,cpu
Intel,Core i5 11600K 11th Gen,5799,In Stock,20210422050733,cpu
Intel,Core i5 11600KF 11th Gen,5799,In Stock,20210422050733,cpu
Intel,Core i5 11500 11th Gen,4999,In Stock,20210422050733,cpu
Intel,Core i5 11400 11th Gen,4499,In Stock,20210422050733,cpu
AMD,RYZEN 5 3600 4.2GHz,4199,Out of Stock,20210422050733,cpu
Intel,Core i5 11400F 11th Gen,3999,In Stock,20210422050733,cpu
Intel,Core i5 9400F,3899,Out of Stock,20210422050733,cpu
AMD,RYZEN 3 3300X,3299,Out of Stock,20210422050733,cpu
AMD,RYZEN 5 3400G,2979,Out of Stock,20210422050733,cpu
AMD,RYZEN 3 3100,2179,Out of Stock,20210422050733,cpu
Intel,Core i3 9100,1849,Out of Stock,20210422050733,cpu
AMD,Athlon 3000G Dual Core,1499,Out of Stock,20210422050733,cpu
Intel,Pentium Gold G5420,1199,Out of Stock,20210422050733,cpu
AMD,RYZEN Threadripper PRO 3995WX,108999,In Stock,20210510045833,cpu
AMD,RYZEN Threadripper 3990X,84599,Out of Stock,20210510045833,cpu
AMD,RYZEN Threadripper PRO 3975WX,58999,In Stock,20210510045833,cpu
AMD,RYZEN Threadripper 3970X,42299,Out of Stock,20210510045833,cpu
AMD,RYZEN Threadripper PRO 3955WX,29999,In Stock,20210510045833,cpu
AMD,Ryzen 9 5950X,18499,Out of Stock,20210510045833,cpu
AMD,Ryzen 9 5900X,12499,In Stock,20210510045833,cpu
Intel,Core i9 10850K 10th Gen,10499,Out of Stock,20210510045833,cpu
Intel,Core i9 10900K 10th Gen,10299,Out of Stock,20210510045833,cpu
AMD,Ryzen 7 5800X,9999,In Stock,20210510045833,cpu
Intel,Core i9 11900F 11th Gen,9499,In Stock,20210510045833,cpu
Intel,Core i9 10900F 10th Gen,9499,In Stock,20210510045833,cpu
Intel,Core i9 10900 10th Gen,9299,In Stock,20210510045833,cpu
AMD,RYZEN 9 3900X 4.5GHz,9299,Out of Stock,20210510045833,cpu
AMD,RYZEN 9 3900XT 4.7GHz,9199,Out of Stock,20210510045833,cpu
Intel,Core i7 11700K 11th Gen,8999,In Stock,20210510045833,cpu
Intel,Core i7 10700KA Avengers Edition,8299,Out of Stock,20210510045833,cpu
Intel,Core i7 11700KF 11th Gen,7999,In Stock,20210510045833,cpu
Intel,Core i7 10700K 10th Gen,7999,Out of Stock,20210510045833,cpu
AMD,RYZEN 7 3800XT 4.7GHz,7799,In Stock,20210510045833,cpu
Intel,Core i7 10700 10th Gen,7499,In Stock,20210510045833,cpu
Intel,Core i7 10700F 10th Gen,7499,In Stock,20210510045833,cpu
Intel,Core i7 11700 11th Gen,6999,In Stock,20210510045833,cpu
AMD,Ryzen 5 5600X,6799,Out of Stock,20210510045833,cpu
Intel,Core i5 10600KA Avengers Edition,5999,Out of Stock,20210510045833,cpu
Intel,Core i5 11600K 11th Gen,5799,In Stock,20210510045833,cpu
Intel,Core i5 11600KF 11th Gen,5799,In Stock,20210510045833,cpu
Intel,Core i5 11500 11th Gen,4999,In Stock,20210510045833,cpu
Intel,Core i5 11400 11th Gen,4499,In Stock,20210510045833,cpu
AMD,RYZEN 5 3600 4.2GHz,4199,Out of Stock,20210510045833,cpu
Intel,Core i5 11400F 11th Gen,3999,In Stock,20210510045833,cpu
Intel,Core i5 9400F,3899,Out of Stock,20210510045833,cpu
AMD,RYZEN 5 3400G,3399,Out of Stock,20210510045833,cpu
AMD,RYZEN 3 3300X,3299,Out of Stock,20210510045833,cpu
AMD,RYZEN 3 3100,2179,Out of Stock,20210510045833,cpu
Intel,Core i3 9100,1849,Out of Stock,20210510045833,cpu
AMD,Athlon 3000G Dual Core,1499,Out of Stock,20210510045833,cpu
Intel,Pentium Gold G5420,1199,Out of Stock,20210510045833,cpu
AMD,RYZEN Threadripper PRO 3995WX,108999,In Stock,20210516171352,cpu
AMD,RYZEN Threadripper 3990X,84599,Out of Stock,20210516171352,cpu
AMD,RYZEN Threadripper PRO 3975WX,58999,In Stock,20210516171352,cpu
AMD,RYZEN Threadripper 3970X,42299,Out of Stock,20210516171352,cpu
AMD,RYZEN Threadripper PRO 3955WX,29999,In Stock,20210516171352,cpu
AMD,Ryzen 9 5950X,18499,Out of Stock,20210516171352,cpu
AMD,Ryzen 9 5900X,12499,In Stock,20210516171352,cpu
Intel,Core i9 10850K 10th Gen,10499,Out of Stock,20210516171352,cpu
Intel,Core i9 10900K 10th Gen,10299,Out of Stock,20210516171352,cpu
AMD,Ryzen 7 5800X,9999,In Stock,20210516171352,cpu
Intel,Core i9 11900F 11th Gen,9499,In Stock,20210516171352,cpu
Intel,Core i9 10900F 10th Gen,9499,In Stock,20210516171352,cpu
Intel,Core i9 10900 10th Gen,9299,In Stock,20210516171352,cpu
AMD,RYZEN 9 3900X 4.5GHz,9299,Out of Stock,20210516171352,cpu
AMD,RYZEN 9 3900XT 4.7GHz,9199,Out of Stock,20210516171352,cpu
Intel,Core i7 11700K 11th Gen,8999,In Stock,20210516171352,cpu
Intel,Core i7 10700KA Avengers Edition,8299,Out of Stock,20210516171352,cpu
Intel,Core i7 11700KF 11th Gen,7999,In Stock,20210516171352,cpu
Intel,Core i7 10700K 10th Gen,7999,Out of Stock,20210516171352,cpu
AMD,RYZEN 7 3800XT 4.7GHz,7799,In Stock,20210516171352,cpu
Intel,Core i7 10700 10th Gen,7499,Out of Stock,20210516171352,cpu
Intel,Core i7 10700F 10th Gen,7499,In Stock,20210516171352,cpu
Intel,Core i7 11700 11th Gen,6999,In Stock,20210516171352,cpu
AMD,Ryzen 5 5600X,6799,Out of Stock,20210516171352,cpu
Intel,Core i5 10600KA Avengers Edition,5999,Out of Stock,20210516171352,cpu
Intel,Core i5 11600K 11th Gen,5799,In Stock,20210516171352,cpu
Intel,Core i5 11600KF 11th Gen,5799,In Stock,20210516171352,cpu
Intel,Core i5 11500 11th Gen,4999,In Stock,20210516171352,cpu
Intel,Core i5 11400 11th Gen,4499,In Stock,20210516171352,cpu
AMD,RYZEN 5 3600 4.2GHz,4199,Out of Stock,20210516171352,cpu
Intel,Core i5 11400F 11th Gen,3999,In Stock,20210516171352,cpu
Intel,Core i5 9400F,3899,Out of Stock,20210516171352,cpu
AMD,RYZEN 5 3400G,3699,Out of Stock,20210516171352,cpu
AMD,RYZEN 3 3300X,3299,Out of Stock,20210516171352,cpu
AMD,RYZEN 3 3100,2179,Out of Stock,20210516171352,cpu
Intel,Core i3 9100,1849,Out of Stock,20210516171352,cpu
AMD,Athlon 3000G Dual Core,1499,Out of Stock,20210516171352,cpu
Intel,Pentium Gold G5420,1199,Out of Stock,20210516171352,cpu
AMD,RYZEN Threadripper PRO 3995WX,108999,In Stock,20210702153249,cpu
AMD,RYZEN Threadripper 3990X,84599,Out of Stock,20210702153249,cpu
AMD,RYZEN Threadripper PRO 3975WX,58999,In Stock,20210702153249,cpu
AMD,RYZEN Threadripper 3970X,42299,Out of Stock,20210702153249,cpu
AMD,RYZEN Threadripper PRO 3955WX,29999,In Stock,20210702153249,cpu
AMD,Ryzen 9 5950X,15499,In Stock,20210702153249,cpu
Intel,Core i9 11900K,11999,In Stock,20210702153249,cpu
Intel,Core i9 11900KF 11th Gen,11299,In Stock,20210702153249,cpu
Intel,Core i9 11900 11th Gen,10499,In Stock,20210702153249,cpu
Intel,Core i9 10850K 10th Gen,10499,Out of Stock,20210702153249,cpu
Intel,Core i9 10900K 10th Gen,10299,Out of Stock,20210702153249,cpu
AMD,Ryzen 9 5900X,9999,In Stock,20210702153249,cpu
Intel,Core i7 10700KF 10th Gen,9499,In Stock,20210702153249,cpu
Intel,Core i9 10900F 10th Gen,9499,In Stock,20210702153249,cpu
Intel,Core i9 11900F 11th Gen,9399,In Stock,20210702153249,cpu
AMD,RYZEN 9 3900X 4.5GHz,9299,Out of Stock,20210702153249,cpu
Intel,Core i9 10900 10th Gen,9299,In Stock,20210702153249,cpu
AMD,RYZEN 9 3900XT 4.7GHz,9199,Out of Stock,20210702153249,cpu
Intel,Core i7 11700K 11th Gen,8999,In Stock,20210702153249,cpu
Intel,Core i7 10700KA Avengers Edition,8299,Out of Stock,20210702153249,cpu
AMD,Ryzen 7 5800X,8199,In Stock,20210702153249,cpu
Intel,Core i7 10700K 10th Gen,7999,Out of Stock,20210702153249,cpu
Intel,Core i7 11700KF 11th Gen,7999,In Stock,20210702153249,cpu
Intel,Core i7 11700F 11th Gen,7999,In Stock,20210702153249,cpu
Intel,Core i7 10700 10th Gen,7499,Out of Stock,20210702153249,cpu
Intel,Core i7 10700F 10th Gen,7499,Out of Stock,20210702153249,cpu
Intel,Core i7 11700 11th Gen,6999,In Stock,20210702153249,cpu
Intel,Core i5 10600KA Avengers Edition,5999,Out of Stock,20210702153249,cpu
Intel,Core i5 11600K 11th Gen,5799,In Stock,20210702153249,cpu
Intel,Core i5 11600KF 11th Gen,5799,In Stock,20210702153249,cpu
Intel,Core i5 11600 11th Gen,5499,In Stock,20210702153249,cpu
AMD,Ryzen 5 5600X,5499,In Stock,20210702153249,cpu
Intel,Core i5 11500 11th Gen,4999,In Stock,20210702153249,cpu
Intel,Core i5 11400 11th Gen,4499,In Stock,20210702153249,cpu
AMD,RYZEN 5 3600 4.2GHz,4199,Out of Stock,20210702153249,cpu
Intel,Core i5 11400F 11th Gen,3999,In Stock,20210702153249,cpu
Intel,Core i5 9400F,3899,Out of Stock,20210702153249,cpu
AMD,RYZEN 5 3400G,3699,Out of Stock,20210702153249,cpu
Intel,Core i5 10400F 10th Gen,3499,In Stock,20210702153249,cpu
AMD,RYZEN 3 3300X,3299,Out of Stock,20210702153249,cpu
AMD,RYZEN 3 3100,2179,Out of Stock,20210702153249,cpu
Intel,Core i3 9100,1849,Out of Stock,20210702153249,cpu
AMD,Athlon 3000G Dual Core,1499,Out of Stock,20210702153249,cpu
Intel,Pentium Gold G5420,1199,Out of Stock,20210702153249,cpu
